name,op_name,provider,node_index,dur,activation_size,output_size,input_type_shape,output_type_shape
bert/encoder/layer_3/attention/self/query/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1285,712,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/self/Reshape_kernel_time,Reshape,CPUExecutionProvider,371,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_3/attention/self/transpose_kernel_time,Transpose,CPUExecutionProvider,372,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_3/attention/self/key/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1286,712,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/self/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,362,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_3/attention/self/transpose_1_kernel_time,Transpose,CPUExecutionProvider,363,29,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
MatMul_With_Transpose_token_4_FusedMatMulAndScale_kernel_time,FusedMatMul,CPUExecutionProvider,373,307,1572864,3145728,"[{""float"": [1, 12, 256, 64]}, {""float"": [1, 12, 256, 64]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_3/attention/self/add_kernel_time,Add,CPUExecutionProvider,377,86,3407872,3145728,"[{""float"": [1, 12, 256, 256]}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_3/attention/self/Softmax_kernel_time,Softmax,CPUExecutionProvider,378,298,3145728,3145728,"[{""float"": [1, 12, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_3/attention/self/MatMul_1_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1359,466,3342341,786432,"[{""float"": [1, 12, 256, 256]}, {""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_3/attention/self/transpose_3_kernel_time,Transpose,CPUExecutionProvider,394,25,786432,786432,"[{""float"": [1, 12, 256, 64]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_3/attention/self/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,399,1,786448,786432,"[{""float"": [1, 256, 12, 64]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1360,260,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/add_kernel_time,Add,CPUExecutionProvider,406,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,407,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/attention/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,408,19,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/moments/SquaredDifference__351_kernel_time,Mul,CPUExecutionProvider,409,14,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,410,8,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,411,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,412,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/Rsqrt__353_kernel_time,Reciprocal,CPUExecutionProvider,413,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,414,16,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,416,16,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,417,18,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,415,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/attention/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,418,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/intermediate/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1361,643,786432,3145728,"[{""float"": [256, 768]}, {""float"": [3072]}, {""int8"": [3072]}, {""float"": [3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/Pow_kernel_time,Pow,CPUExecutionProvider,425,179,3145728,3145728,"[{""float"": [256, 3072]}, {""float"": []}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/mul_kernel_time,Mul,CPUExecutionProvider,426,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/add_kernel_time,Add,CPUExecutionProvider,427,72,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/mul_1_kernel_time,Mul,CPUExecutionProvider,428,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/Tanh_kernel_time,Tanh,CPUExecutionProvider,429,170,3145728,3145728,"[{""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/add_1_kernel_time,Add,CPUExecutionProvider,430,47,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/mul_2_kernel_time,Mul,CPUExecutionProvider,431,48,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/intermediate/dense/mul_3_kernel_time,Mul,CPUExecutionProvider,432,71,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_3/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1362,792,3145728,786432,"[{""float"": [256, 3072]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/add_kernel_time,Add,CPUExecutionProvider,439,26,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,440,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,441,16,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/moments/SquaredDifference__355_kernel_time,Mul,CPUExecutionProvider,442,12,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,443,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,444,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,445,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/Rsqrt__357_kernel_time,Reciprocal,CPUExecutionProvider,446,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,447,16,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,449,17,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,450,19,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,448,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,451,18,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_3/output/LayerNorm/batchnorm/add_1:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,452,44,786432,196613,"[{""float"": [256, 768]}]","[{""uint8"": [256, 768]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_4/attention/self/value/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1291,619,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/self/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,484,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_4/attention/self/transpose_2_kernel_time,Transpose,CPUExecutionProvider,485,25,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_4/attention/self/transpose_2:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,487,44,786432,196613,"[{""float"": [1, 12, 256, 64]}]","[{""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_4/attention/self/query/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1292,619,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/self/Reshape_kernel_time,Reshape,CPUExecutionProvider,469,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_4/attention/self/transpose_kernel_time,Transpose,CPUExecutionProvider,470,25,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_4/attention/self/key/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1293,699,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/self/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,460,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_4/attention/self/transpose_1_kernel_time,Transpose,CPUExecutionProvider,461,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
MatMul_With_Transpose_token_5_FusedMatMulAndScale_kernel_time,FusedMatMul,CPUExecutionProvider,471,259,1572864,3145728,"[{""float"": [1, 12, 256, 64]}, {""float"": [1, 12, 256, 64]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_4/attention/self/add_kernel_time,Add,CPUExecutionProvider,475,83,3407872,3145728,"[{""float"": [1, 12, 256, 256]}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_4/attention/self/Softmax_kernel_time,Softmax,CPUExecutionProvider,476,300,3145728,3145728,"[{""float"": [1, 12, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_4/attention/self/MatMul_1_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1363,465,3342341,786432,"[{""float"": [1, 12, 256, 256]}, {""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_4/attention/self/transpose_3_kernel_time,Transpose,CPUExecutionProvider,492,25,786432,786432,"[{""float"": [1, 12, 256, 64]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_4/attention/self/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,497,1,786448,786432,"[{""float"": [1, 256, 12, 64]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1364,257,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/add_kernel_time,Add,CPUExecutionProvider,504,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,505,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/attention/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,506,19,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/moments/SquaredDifference__365_kernel_time,Mul,CPUExecutionProvider,507,14,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,508,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,509,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,510,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/Rsqrt__367_kernel_time,Reciprocal,CPUExecutionProvider,511,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,512,18,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,514,19,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,515,21,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,513,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/attention/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,516,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/intermediate/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1365,654,786432,3145728,"[{""float"": [256, 768]}, {""float"": [3072]}, {""int8"": [3072]}, {""float"": [3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/Pow_kernel_time,Pow,CPUExecutionProvider,523,202,3145728,3145728,"[{""float"": [256, 3072]}, {""float"": []}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/mul_kernel_time,Mul,CPUExecutionProvider,524,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/add_kernel_time,Add,CPUExecutionProvider,525,82,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/mul_1_kernel_time,Mul,CPUExecutionProvider,526,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/Tanh_kernel_time,Tanh,CPUExecutionProvider,527,197,3145728,3145728,"[{""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/add_1_kernel_time,Add,CPUExecutionProvider,528,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/mul_2_kernel_time,Mul,CPUExecutionProvider,529,55,3145728,3145728,"[{""float"": []}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/intermediate/dense/mul_3_kernel_time,Mul,CPUExecutionProvider,530,82,6291456,3145728,"[{""float"": [256, 3072]}, {""float"": [256, 3072]}]","[{""float"": [256, 3072]}]"
bert/encoder/layer_4/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1366,826,3145728,786432,"[{""float"": [256, 3072]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/add_kernel_time,Add,CPUExecutionProvider,537,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,538,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,539,19,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/moments/SquaredDifference__369_kernel_time,Mul,CPUExecutionProvider,540,14,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,541,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/add_kernel_time,Add,CPUExecutionProvider,542,2,1024,1024,"[{""float"": [256, 1]}, {""float"": []}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/Rsqrt_kernel_time,Sqrt,CPUExecutionProvider,543,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/Rsqrt__371_kernel_time,Reciprocal,CPUExecutionProvider,544,0,1024,1024,"[{""float"": [256, 1]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/mul_kernel_time,Mul,CPUExecutionProvider,545,18,1024,786432,"[{""float"": [256, 1]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/mul_2_kernel_time,Mul,CPUExecutionProvider,547,19,787456,786432,"[{""float"": [256, 1]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/sub_kernel_time,Sub,CPUExecutionProvider,548,21,786432,786432,"[{""float"": [768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/mul_1_kernel_time,Mul,CPUExecutionProvider,546,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/add_1_kernel_time,Add,CPUExecutionProvider,549,21,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_4/output/LayerNorm/batchnorm/add_1:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,550,50,786432,196613,"[{""float"": [256, 768]}]","[{""uint8"": [256, 768]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_5/attention/self/value/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1298,710,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/self/Reshape_2_kernel_time,Reshape,CPUExecutionProvider,582,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_5/attention/self/transpose_2_kernel_time,Transpose,CPUExecutionProvider,583,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_5/attention/self/transpose_2:0_QuantizeLinear_kernel_time,DynamicQuantizeLinear,CPUExecutionProvider,585,50,786432,196613,"[{""float"": [1, 12, 256, 64]}]","[{""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]"
bert/encoder/layer_5/attention/self/query/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1299,713,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/self/Reshape_kernel_time,Reshape,CPUExecutionProvider,567,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_5/attention/self/transpose_kernel_time,Transpose,CPUExecutionProvider,568,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_5/attention/self/key/MatMul_quant_kernel_time,MatMulIntegerToFloat,CPUExecutionProvider,1300,710,196613,786432,"[{""uint8"": [256, 768]}, {""float"": []}, {""float"": [768]}, {""uint8"": []}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/self/Reshape_1_kernel_time,Reshape,CPUExecutionProvider,558,1,786464,786432,"[{""float"": [256, 768]}, {""int64"": [4]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_5/attention/self/transpose_1_kernel_time,Transpose,CPUExecutionProvider,559,28,786432,786432,"[{""float"": [1, 256, 12, 64]}]","[{""float"": [1, 12, 256, 64]}]"
MatMul_With_Transpose_token_6_FusedMatMulAndScale_kernel_time,FusedMatMul,CPUExecutionProvider,569,296,1572864,3145728,"[{""float"": [1, 12, 256, 64]}, {""float"": [1, 12, 256, 64]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_5/attention/self/add_kernel_time,Add,CPUExecutionProvider,573,83,3407872,3145728,"[{""float"": [1, 12, 256, 256]}, {""float"": [1, 1, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_5/attention/self/Softmax_kernel_time,Softmax,CPUExecutionProvider,574,299,3145728,3145728,"[{""float"": [1, 12, 256, 256]}]","[{""float"": [1, 12, 256, 256]}]"
bert/encoder/layer_5/attention/self/MatMul_1_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1367,433,3342341,786432,"[{""float"": [1, 12, 256, 256]}, {""uint8"": [1, 12, 256, 64]}, {""float"": []}, {""uint8"": []}]","[{""float"": [1, 12, 256, 64]}]"
bert/encoder/layer_5/attention/self/transpose_3_kernel_time,Transpose,CPUExecutionProvider,590,22,786432,786432,"[{""float"": [1, 12, 256, 64]}]","[{""float"": [1, 256, 12, 64]}]"
bert/encoder/layer_5/attention/self/Reshape_3_kernel_time,Reshape,CPUExecutionProvider,595,1,786448,786432,"[{""float"": [1, 256, 12, 64]}, {""int64"": [2]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/output/dense/MatMul_quant_kernel_time,DynamicQuantizeMatMul,CPUExecutionProvider,1368,289,786432,786432,"[{""float"": [256, 768]}, {""float"": [768]}, {""int8"": [768]}, {""float"": [768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/output/add_kernel_time,Add,CPUExecutionProvider,602,24,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/output/LayerNorm/moments/mean_kernel_time,ReduceMean,CPUExecutionProvider,603,10,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
bert/encoder/layer_5/attention/output/LayerNorm/moments/SquaredDifference_kernel_time,Sub,CPUExecutionProvider,604,17,787456,786432,"[{""float"": [256, 768]}, {""float"": [256, 1]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/output/LayerNorm/moments/SquaredDifference__379_kernel_time,Mul,CPUExecutionProvider,605,13,1572864,786432,"[{""float"": [256, 768]}, {""float"": [256, 768]}]","[{""float"": [256, 768]}]"
bert/encoder/layer_5/attention/output/LayerNorm/moments/variance_kernel_time,ReduceMean,CPUExecutionProvider,606,9,786432,1024,"[{""float"": [256, 768]}]","[{""float"": [256, 1]}]"
